code,601169,601169,601169,601169,601169,601169
data,open,close,high,low,volume,ret
2018-01-04,7.28,7.3,7.31,7.24,429246.0,0.005509641873278293
2018-01-05,7.3,7.29,7.33,7.26,396930.0,-0.001369863013698569
2018-01-08,7.29,7.23,7.31,7.2,707280.0,-0.008230452674897082
2018-01-09,7.23,7.24,7.27,7.22,393542.0,0.0013831258644536604
2018-01-10,7.26,7.3,7.33,7.22,586262.0,0.008287292817679592
2018-01-11,7.29,7.3,7.36,7.28,430327.0,0.0
2018-01-12,7.32,7.29,7.35,7.28,309368.0,-0.001369863013698569
2018-01-15,7.3,7.35,7.38,7.27,762771.0,0.008230452674897082
2018-01-16,7.32,7.35,7.35,7.28,467488.0,0.0
2018-01-17,7.34,7.42,7.52,7.32,1094414.0,0.00952380952380949
2018-01-18,7.44,7.49,7.51,7.41,679740.0,0.009433962264151052
2018-01-19,7.55,7.62,7.68,7.55,1322602.0,0.01735647530040052
2018-01-22,7.58,7.51,7.6,7.48,973803.0,-0.014435695538057791
2018-01-23,7.5,7.65,7.67,7.48,1186667.0,0.018641810918775148
2018-01-24,7.67,7.72,7.78,7.58,1488599.0,0.009150326797385588
2018-01-25,7.69,7.62,7.69,7.56,794581.0,-0.012953367875647603
2018-01-26,7.6,7.7,7.76,7.6,859566.0,0.01049868766404205
2018-01-29,7.7,7.61,7.74,7.58,915330.0,-0.011688311688311637
2018-01-30,7.61,7.47,7.63,7.46,683421.0,-0.018396846254927768
2018-01-31,7.45,7.51,7.52,7.43,845845.0,0.0053547523427042165
2018-02-01,7.49,7.61,7.63,7.46,1248191.0,0.013315579227696439
2018-02-02,7.55,7.57,7.6,7.48,623549.0,-0.005256241787122251
2018-02-05,7.5,7.8,7.82,7.47,1576356.0,0.03038309114927329
2018-02-06,7.7,7.66,7.81,7.63,2013546.0,-0.017948717948717885
2018-02-07,7.76,7.55,7.9,7.55,1608032.0,-0.01436031331592691
2018-02-08,7.54,7.33,7.56,7.27,984948.0,-0.029139072847682135
2018-02-09,7.21,7.21,7.26,7.05,1290822.0,-0.016371077762619368
2018-02-12,7.18,7.24,7.29,7.15,551130.0,0.004160887656033285
2018-02-13,7.26,7.32,7.38,7.26,411552.0,0.011049723756906049
2018-02-14,7.33,7.32,7.35,7.29,263519.0,0.0
2018-02-22,7.39,7.44,7.45,7.35,403522.0,0.016393442622950838
2018-02-23,7.44,7.46,7.48,7.41,299749.0,0.0026881720430107503
2018-02-26,7.46,7.49,7.52,7.43,345456.0,0.004021447721179738
2018-02-27,7.52,7.34,7.52,7.34,368819.0,-0.020026702269692942
2018-02-28,7.32,7.31,7.36,7.26,480448.0,-0.004087193460490468
2018-03-01,7.27,7.36,7.4,7.25,627908.0,0.006839945280437965
2018-03-02,7.32,7.33,7.38,7.28,341797.0,-0.0040760869565217295
2018-03-05,7.31,7.32,7.39,7.3,314327.0,-0.0013642564802182067
2018-03-06,7.36,7.36,7.37,7.3,212899.0,0.005464480874316946
2018-03-07,7.38,7.31,7.44,7.31,290620.0,-0.006793478260869623
2018-03-08,7.36,7.33,7.36,7.3,173965.0,0.002735978112175186
2018-03-09,7.35,7.33,7.35,7.3,203993.0,0.0
2018-03-12,7.33,7.33,7.35,7.31,245562.0,0.0
2018-03-13,7.34,7.29,7.38,7.28,261231.0,-0.00545702592087316
2018-03-14,7.28,7.24,7.3,7.23,176607.0,-0.006858710562414272
2018-03-15,7.2,7.22,7.24,7.2,145115.0,-0.002762430939226568
2018-03-16,7.2,7.18,7.24,7.16,248050.0,-0.005540166204986208
2018-03-19,7.17,7.16,7.2,7.16,152737.0,-0.0027855153203342198
2018-03-20,7.15,7.18,7.2,7.15,166010.0,0.0027932960893854997
2018-03-21,7.2,7.15,7.22,7.15,216948.0,-0.00417827298050133
2018-03-22,7.16,7.11,7.18,7.11,193511.0,-0.005594405594405605
2018-03-23,7.05,6.87,7.06,6.8,593950.0,-0.03375527426160341
2018-03-26,6.86,6.82,6.87,6.73,386641.0,-0.00727802037845704
2018-03-27,6.86,6.83,6.92,6.81,257055.0,0.0014662756598240456
2018-03-28,6.78,6.85,6.92,6.78,227811.0,0.002928257686676261
2018-03-29,6.85,6.93,6.94,6.83,236253.0,0.01167883211678844
2018-03-30,6.93,6.88,6.96,6.87,198605.0,-0.00721500721500723
2018-04-02,6.9,6.87,6.94,6.87,241528.0,-0.0014534883720930258
2018-04-03,6.86,6.83,6.88,6.8,162000.0,-0.005822416302765698
2018-04-04,6.83,6.81,6.85,6.8,183962.0,-0.002928257686676483
2018-04-09,6.81,6.82,6.83,6.79,182620.0,0.001468428781204123
2018-04-10,6.82,6.94,6.96,6.8,244762.0,0.017595307917888547
2018-04-11,6.95,6.98,7.05,6.92,262170.0,0.0057636887608070175
2018-04-12,7.0,6.94,7.0,6.91,181093.0,-0.005730659025787954
2018-04-13,6.96,6.88,6.97,6.88,128373.0,-0.008645533141210415
2018-04-16,6.92,6.82,6.92,6.79,251084.0,-0.008720930232558044
2018-04-17,6.82,6.81,6.86,6.76,258861.0,-0.0014662756598241566
2018-04-18,6.88,6.84,6.9,6.82,255545.0,0.004405286343612369
2018-04-19,6.88,6.84,6.88,6.82,178903.0,0.0
2018-04-20,6.81,6.72,6.84,6.67,272497.0,-0.01754385964912286
2018-04-23,6.68,6.74,6.77,6.68,154492.0,0.0029761904761904656
2018-04-24,6.7,6.84,6.84,6.7,226590.0,0.014836795252225476
2018-04-25,6.81,6.77,6.85,6.76,181256.0,-0.01023391812865504
2018-04-26,6.82,6.74,6.83,6.73,174848.0,-0.004431314623338123
2018-04-27,6.79,6.8,6.83,6.76,254849.0,0.008902077151335286
2018-05-02,6.85,6.81,6.86,6.76,241750.0,0.0014705882352941124
2018-05-03,6.8,6.81,6.83,6.76,213777.0,0.0
2018-05-04,6.82,6.78,6.83,6.75,197327.0,-0.004405286343612258
2018-05-07,6.78,6.8,6.81,6.77,253509.0,0.002949852507374562
2018-05-08,6.79,6.84,6.86,6.79,263900.0,0.00588235294117645
2018-05-09,6.84,6.83,6.84,6.8,176993.0,-0.0014619883040934978
2018-05-10,6.84,6.89,6.9,6.83,281780.0,0.008784773060029227
2018-05-11,6.9,6.88,6.91,6.85,161862.0,-0.0014513788098693414
2018-05-14,6.9,6.9,6.94,6.87,218883.0,0.0029069767441860517
2018-05-15,6.9,6.89,6.9,6.85,169395.0,-0.0014492753623189802
2018-05-16,6.88,6.81,6.88,6.8,245262.0,-0.011611030478955064
2018-05-17,6.82,6.81,6.85,6.79,158386.0,0.0
2018-05-18,6.81,6.88,6.88,6.79,203675.0,0.010279001468428861
2018-05-21,6.9,6.9,6.92,6.87,238468.0,0.0029069767441860517
2018-05-22,6.9,6.89,6.91,6.85,191732.0,-0.0014492753623189802
2018-05-23,6.88,6.82,6.88,6.81,188427.0,-0.010159651669085501
